id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
3863,702,Visa,Debit (Prepaid),gAAAAABn7S-fUzG0hIBO7POvJo5zMH5uT2PGROoLU76RX6n5CX0ADS_FBLyPNeuykCrM2jcqqw_ZJcuh2efX6BSD0gqieEw5RXpHovMdVuKHXqzTyzZ1GtI=,04/2023,gAAAAABn7S-fEeF9x3WSSxa1VpfsEvCGZxaJdXzHNnS4XLYCsC8ibAAE59cRcLqPVj35WP5NFNoamG57UI37ldzY-Kt9DotafA==,YES,2,$106,07/2008,2008,No
2258,702,Visa,Credit,gAAAAABn7S-fKcYP919SxON_2h0QO7cbugaMajlrdIlISMiFIIbkt5-MJkilG3oxtvG5263124aPArsyezsiHA-mHErRTgFalLJvqfrs3vGwwW2PtKDBBFA=,04/2021,gAAAAABn7S-ffwYZLf6BQijvIP3-5G26IUm6FY2W-1EvMpqpHqY-D2P239p2E8wru1vJQaUnl6jeZoBaGtBElWeXhaf2JJoaSQ==,YES,1,$20100,03/2010,2017,No
4096,702,Visa,Debit (Prepaid),gAAAAABn7S-fGCubkBvG0K-nxrqCuzCI6u7BtPbZCNz5skB7tU71ibgGRGaxejotJSn8mtnGxHDeVK-bDBiRaqEYxkfYpa93RdjsWghBSgTbNWjLiER_-pY=,12/2022,gAAAAABn7S-f2ajcYkOt1_WRvYB08V5GUOJzrloFJc2nZOHCF_MwQjEnIe54fLTpIlcoH4GRfVlgA7WKMQvQ6xmoCuVYhYsBdA==,YES,2,$50,08/2000,2008,No
2175,918,Mastercard,Debit,gAAAAABn7S-fwmYWP2fyep2CN7NUC-l1GvjerMfYhyDJC1sp8Gici-UxfumKDeebF4D2xgwPLGecZzrjl7gp8ptK_exXalR_nxvA2uynyGgL86YZezAxHnA=,02/2015,gAAAAABn7S-fjCV6QGJiyq_HYEx4UFzOKvFcVoY5g1IzuQ0_UtF1N0CMjI21-x7EfzFvRvqU7d1y4ePDXKkd3vgjiHBI1fr1pg==,YES,1,$10843,03/2008,2009,No
2734,918,Visa,Debit,gAAAAABn7S-foOYdE4UJH-v5Ru2D9HDdRIgfbIZnxZ5XJDCHhq-ndIRmz4PBweoVhI6b16oa8g2yXY20_dcxXvQBaTTAD1FErrjCM3te-t2ISWjQwjmXO0w=,08/2023,gAAAAABn7S-foUnPV3QY7MJLs4-D9Wh1tRvGLX7qu1z_IKTwRF0ATwBb2Co4EMGa7OMs6yleIeFKqTLq7Z7yQSp_CUlE-vbWmg==,YES,2,$12057,04/2014,2014,No
3202,1137,Mastercard,Credit,gAAAAABn7S-fT8ctOMVBgGUSmd5PGDcBn3-UA5aCwah0d161uNnHOwL4VNIISRm49xgs-QXvByFqP8EuMB6aROKht1optpHsPkkQOgIp8pG8EKCsECewp88=,03/2022,gAAAAABn7S-fq-9mC-PB1sEDpCth2KPKqfHtiKvqWDGe1ZDG4JOHf-DZVi7Wc1u1YOmzd7_nKg4p_ala1IM5hpQ1mXero9cT7g==,YES,2,$11100,05/2019,2019,No
3718,1137,Visa,Debit,gAAAAABn7S-fnkf5ucYIU0EeuE7Mtj5Uv8FYS3L6m1smDHWDeuE6ust27Z-Oa8J9kmpUhvCYKmKkbWp-2ww-L6oocDMCglcTmW7T-wbQjt2XR2yjBvr5u9E=,06/2012,gAAAAABn7S-f-qQqyHf6EkFYd7K-q7TQbJi218GE5r2XpzBWR64XFQMkYlCAN2WbZcx-hIXSdgGFShZGhwq5jkZU2nVAzQIzDg==,YES,1,$13969,07/2004,2008,No
3688,1137,Mastercard,Credit,gAAAAABn7S-fvzaH3pMoTsheEVuev4JLV2TDQms3JIkvvcHF_ky0G_ajhizt7Sg9OVi5d2O1IkgCTJcRejRqnGcEBMbFB32hzRkfp9uS7qQsme5vQNvRCg4=,04/2023,gAAAAABn7S-fOFASp3V4uTyc5p5w6cBuoE9efLQmyWtxeb6VTZlkOjELoSr5SexLCpHiIs9nr06KZBrTBMksHqCl_pG5DdR55A==,YES,1,$7600,07/2003,2017,No
765,66,Visa,Debit,gAAAAABn7S-fzG-USmWwwgeib-nzpVVjtvdgr8R8pU0Ci6rrBc-q72mvE_mM8S46qy4Vwe-sckP4Tp1iv_wNzlyDwtPh5RSkFKqhHnLCH2L8-Rp3zcz8b4I=,10/2024,gAAAAABn7S-ffcsHGPszptjF_BTXUyFNQl5fX2IsXOshIiH1rVTbJSK_xUzQbyNZ088QVnBAP7BFZU0tgNoywDgFEWN6xrSo5A==,YES,1,$9578,01/2020,2020,No
1792,66,Visa,Debit,gAAAAABn7S-feJiFe6DuwCGsbRceVDvl0QIa7bHwmeA2g1dQHH_25BmBGcIbrLmPtIgfqA6YMtOh7UlWfxG68v94YZ89h-WyyJdxE7gr086oBAiXt9nfQ2c=,10/2023,gAAAAABn7S-fYw4_qvSiRAWzjoj0iCxF7JHz7UQTNI1fJZaNc1FvyTOepEuq9AZcv0CRaGa6vPN0EOI8oOPk8AZHNriU9WkTxw==,YES,1,$16711,02/2020,2020,No
6136,66,Mastercard,Debit,gAAAAABn7S-fC58Gs6dwcte1z9p8DBqx2rc7zZl8VfwuwxGz_9hFCtRMcuaV6c83alfhyagfZZnoUw7dMCYczrof-EEawrYz5jTj8Z9EX6wDhF6Zr2ORPV4=,11/2020,gAAAAABn7S-f4A0OiYwNSuIHwy15MkE80cJFp68MvWFaeyWCYKmGI8JOtoXwMtQukTckldhBhMM37e4bnqcJVU7gh8SVJcdzVQ==,YES,2,$15435,12/2018,2018,No
391,66,Amex,Credit,gAAAAABn7S-fcHmSRglULN48KYCptovb3TW9Cueb9m4Jt3nA20v6XlwvrVeBy6EEyxor3g21yXwCc8OlbdBMcYn3ESMZowUXMKTD0NK1q1Yn53SAml0FTG8=,06/2020,gAAAAABn7S-fafRwYWIcxiUo60ZttHO-6nPZ-FHjQefIR0eAGXA8fDYdqV8HmaDceaaMJ0KqiCCIepMwepOpIarRrwfjOr73Vw==,YES,1,$14300,01/2020,2020,No
2743,1406,Mastercard,Debit,gAAAAABn7S-fJLiHIyxwJgsXGw69QxU_5ih3ac_ohrp79Cn7GU0kqZM5zagh4R18YYFZ-pBl7nmYiYESqNyijdLRxxjrCWSEsVeTbInh0_tidS_EUpXTx0U=,04/2020,gAAAAABn7S-fVNQ4SSbE6MZFQLKA3oWqlwh844OShXe-8xijjPssr3c0nUD0IxLM7gSASvlz4xlzqg6ygqZE2x4kka6iFVmJBg==,YES,1,$9431,04/2015,2015,No
3883,1406,Mastercard,Credit,gAAAAABn7S-fcukvxn6WLAEDFF1BW1PSY_90531jHQPRNGkXJD4eQaq78VMCEnGR9XLemDUYYmOeTBNvPsbv4fiJwL1_QqyhJKjZL5SSU0XWsn9L4Tdfe_Q=,04/2022,gAAAAABn7S-fiWYAM4Y63aoD1VraJfB7dpISXYydX4YfqrbLV2LVQ6wuhxPJYEnah4mTvsyAFNOuxNeX6H5HlCX-hcw8Ak35cQ==,YES,1,$6100,07/2009,2012,No
5186,437,Discover,Credit,gAAAAABn7S-fRFFvwhzWLmybZC7yIQ7Axpg1Wwy2TKTwD1klRmg2r50NYUyZeyiXhMILSED2cK6HzNhO9tcGx4gLCWrR4x2dMZFTRzDPqzZly6YxVNIUafA=,09/2014,gAAAAABn7S-f4xJC4KLEb75k3NaxwpvnCocc9tx3W1pgOF_mytmV6-afFC38SBuPEXttF-NpApMqo1LL0uJPxqv4u4FIzrvJng==,YES,1,$17400,10/2010,2013,No
5454,437,Mastercard,Debit,gAAAAABn7S-f0QOCaBZOq17JNfNIE1uGjjAG-IczKDYj8sFxFSr4DC8hYKO5w54YyKO8NekGAgn9wWpb1OsQGmCIUS898ZAqCzL6pQXEDul0HLw2o5vTPZk=,01/2024,gAAAAABn7S-fJTTpTVWoEfDWN0GiS43DjnT9oLvhmwZCEaVKpvbKdELUlT_oSoLtz6LEtcZ4yiVRX0ozU8w3CTCBVAG6PxqTmQ==,YES,1,$35500,11/2006,2011,No
3271,437,Mastercard,Debit,gAAAAABn7S-fyhkxpbnrBsyzeCHJMwGzptNNnYAdoZZMWubqmkFvGGywyc-AcnFiFL8PcHWw3nzRcLUDpdE8kt9hclQhHstYp6btrZF3DHPaUITpyu9QfC8=,08/2023,gAAAAABn7S-f0jPOYdPA8VJxLLl_yoaf1Viw44r05SgVJorqI4dbwasj-eBMxh0NwhHUtBj2qJJg6cJRy5nnSHuPngpKqvYFMQ==,YES,2,$27687,06/2004,2007,No
1495,806,Mastercard,Debit,gAAAAABn7S-f9WyHwO3COiV5YT5kvCikSyRhnghjGcvL5uY-quw5eGH2_5nbgIH2RDBilr05hiFrP-GoTdjOEYIykhHQO0dzWckt2ME2fehEEsVKej4MmEs=,01/2024,gAAAAABn7S-fOlopop-NoSMWW6Z6_4hZhJgQ4c33qw9TXcAQReZ0TkFly6eyA3-y134z-wamos2zglv9Esc1p6xQBwNrBuYJdw==,NO,2,$40073,02/2020,2020,No
1496,806,Mastercard,Credit,gAAAAABn7S-fBEmrTJtom7BL9VfRlyHWOGEZyJba0qpeJi6lGX3rFfLFJP87XwUV0mh_4biLfQuUx0o99b3ldz_jwyD3XwQTXA2fodYMlwV5dpIUFeABy0U=,08/2023,gAAAAABn7S-fhxvebJAN_8iQxhxrMESqY5rh7CSWUDsyE8cd8t_pBb1z6r3l0qDQa34xv9XNd9HltM6rrNqOFvqvYi10supt2g==,YES,2,$22000,02/2020,2020,No
766,806,Visa,Debit,gAAAAABn7S-ff3UqMb7tsk0CqKTG2DhgdJ1DCUH2WAo26Dr_rA229MCr3Oikne1pqL4GAbbropXU8wnWx7ADTp37P3Iuvq2cUVOC5jYqt4BJjTK_mxTMWvQ=,03/2021,gAAAAABn7S-f6oLTVsJ90qLAZDPUunCocOzvQ6x6MsY1y93k2TvFKAUHZBZ52cKAHNPQjzNbWn0EmAfAwuuM2Yddqpch0zboDw==,NO,2,$8509,01/2020,2020,No
3566,891,Mastercard,Debit,gAAAAABn7S-feeon6kc3sz1RbHBeDpL1dNqTgh3judadPgUPisbJHJ5ksRJHiVULcq998Ns7DR7E8nAUSHKMdVZ8A2p_tNRN83NVHPilsB3lKG9UD2Cu1xg=,12/2018,gAAAAABn7S-fpQlKsU9AdCep-ixbEeGBpewCIIrX36l615fu5jWAZmaq_cuj-pBQDB0lnQ0pJQkum0J-zQSnTMhdtKZCBf6Rhw==,YES,1,$11037,06/2013,2013,No
2141,891,Mastercard,Debit,gAAAAABn7S-fz9HxnOvLrAWRJtbS6MvOWamuyeb-kK5akaq85ojNYD8dlyJmtKR5OSCEq_3etfDzEs-kSVMaN-rPJoKIZNoSAT1RgKDA-o7bszKCoFJM_qI=,10/2023,gAAAAABn7S-f7zTyMkHG_u12Q8sh9E9D_7SUIXNr22AqWUfYHNKWkVvpL99GXRJeQiWuSAej3-J2-ZB5l1FFplgT-Fj-7JNeFw==,YES,1,$16986,03/2007,2010,No
5096,891,Visa,Credit,gAAAAABn7S-fja-l0kFN7Xy0Qqxsav4AHsOKZdLLPDUGjS80vl6SpD8qpuFZKijOKjwlshfWK8zC8nRVL6bvqK_f1IAcXL57DoFfDmEsgCNTmVTHiYXR-fA=,03/2011,gAAAAABn7S-fB_n4afpVMkF6AZcN4VdBFJTGDwthc4txPwsPCwjcKFJAm5_X7zU9Ip3f7tqdtJdoq0hzty-JAmhNdndJb-iiUg==,YES,1,$8800,10/2007,2014,No
4321,891,Mastercard,Debit,gAAAAABn7S-fX_C442L7ymDy9nPl4Y0xmDB6vBO5PDMlsChKfXLHiz7jPKlg2TyumP5ptkcPkhHnTsREBpuqI5ULVjCxsppEr-rly_EZql2PnTqAV9UCYeM=,01/2024,gAAAAABn7S-fjLbk1y4ADLJ3rj8iqlrhfcVtSjwvgT5_aHq34-p4NRVi9GIls_zJC9U-xmLWY6eE9xc49H3fUJGNLAxIV6O6uw==,YES,2,$8212,08/2010,2011,No
4649,891,Visa,Debit,gAAAAABn7S-fvvLv5qT61Piup8ROfIDQlrTtvIDe2QPYEEmJYcq4cy6vgqibANY0jn0lFtr9BH9RA_s_CcR-N2trDQaa-yKYxXv3zI_WdhaMmNi2O6HnI3I=,09/2023,gAAAAABn7S-fGJebY3c8eZyGxjR5JA9al379BrSFpEGtHXxWHj8_3_Hlz-rdmniIHYBeyUEesm4YF52VkbLyHjBThU-C-ce3EA==,YES,2,$24270,09/2007,2008,No
767,1191,Visa,Debit,gAAAAABn7S-fI446L-8F2srjnldtGLXWeW98n-GIsr9XOGZ_Xv6EuLa5X0zJj8MgEj0BzzJP8oX_1a4NOXMHCyQ0EXBexx5duIewnbbvNiiJm7N3RKMcgAQ=,01/2024,gAAAAABn7S-fWxKNy-BwQrF8swvvHpFvB5K4P4yKpEMKxa7Hqn5sdiVWxBdqK5gzWVQuuIltDdNGMJnqRuhwN9AiNdfIwt0gnw==,YES,2,$12586,01/2020,2020,No
365,701,Amex,Credit,gAAAAABn7S-fqZG3J_OaoUTq8nya_ff6Ban3tY7WyOHy6ByBcOoxH8gq1fwXv-GuoIPCDzQ3abr1VRyCWPcM4nZJ0iyyVQ1BWQBClHooue5QZayC-KX9nZM=,09/2019,gAAAAABn7S-fqhg_8iljzc1fdRQ1fMEgzDKjT6h23yVbmYJlFfWJyfqPfPfmYaZKMRFRUsodXIcecevse_ORlmoPb-2C_xxSKA==,NO,2,$11800,01/2018,2018,No
2042,1147,Mastercard,Debit,gAAAAABn7S-fAq-_q3YAHPdYAGVPTfTUJ2N5XNHCoY2uQ1_aDTaT8Pp_CSF_bfpVOyOpgGn7I9ubpLdsELVZJlqYqVFWiqTahPXm4KzOU5rNbiFFXFG6iOw=,10/2021,gAAAAABn7S-f5LgYLEyqihVUhjFUQPDy8XhXtdVuBiSLTHVBG6fDszzPZQnybPlI9I3K-uZ7HBaYUyx5JEzbBLqNnaqwwtH4Ig==,NO,2,$18050,03/2003,2010,No
3924,1147,Discover,Credit,gAAAAABn7S-fzqyVUvFsWUO684PdrFocuyeldgCo2FnH80BRmKCqeE52lTqC-k0H_b8nuMY_BaDZ_OcwuzFukIcXdJ5seHXUiNHgcjMq1bJFoPIIx52Cxr8=,09/2022,gAAAAABn7S-ff7QcBqE1nOWY70_uu6dPwS3b6hJd4fhYoSCmUixMK9y6YiTLXpGLlRVqwaArWCBhvDWCVno70GXyn3Y3ZXhApw==,YES,2,$21800,07/2010,2011,No
1497,1625,Mastercard,Debit (Prepaid),gAAAAABn7S-fj_RfL0SKQQTAmNwuXRAhMh1Y-GV2Tafd8h0NI6mblNKtRWsEeaqMrxu_IF4htSLFpSSOiMVJB4yT_fx14VvYonbUYC6wC99QUuVFx6PqyBU=,04/2024,gAAAAABn7S-fu9pZW2T86DusyOg_O78LpLLKstACyqLMPJwxj16_Op6yc8A3hX_cb8p8OFYYAnX3B0Qsoct02Kz2ADTFfN7HvQ==,YES,1,$97,02/2020,2020,No
2557,1664,Amex,Credit,gAAAAABn7S-fi1HFcfDfFOURTx0DcG-UVDJ_wowzP91MhPUUIZhbwGNxkiDQMfANI8zxOVcJV9dbaHut6N52FmbTpS3o8fXiALLKwEtncfBngWoNR6AkXOw=,05/2009,gAAAAABn7S-fA3775pwnD-UivZ6UljCDZIf_i4WwmK7L2UUAwmfCDhAi8K7sCZFa5rukwekAJ1GCNNUzDXouaZYhvx4jROswmA==,YES,2,$19600,04/2008,2011,No
2273,1664,Discover,Credit,gAAAAABn7S-fTxLcih7vrpCpjBXXFCsy6yFc9WsIu2pCO_cygRJMxP-CiVG9hXhi0pwkveKKa6bFSgktnc-v0OZ8QNVMYxI0nsKxsBYA_WNmR_nilYuOld8=,12/2019,gAAAAABn7S-fkUSuc7Z4PVXouUsdt0b7baSQR8hdG-L_csgnNWyuBBjfW0gahMBxmHecSG2lr0MDTqbR_RUq2CVtpMjqu35rpQ==,NO,2,$21900,03/2011,2011,No
5544,1664,Visa,Credit,gAAAAABn7S-fzL--IRxU2db_eiMDzhU738ky3kg6W2Q8ub4kyPoRrJ4gHhvTQxggS-GhqC-Ej5YYqcu1rnchFSwd6t4iLpxrf-TBiD77ZakvVj4z-ok2wdY=,12/2008,gAAAAABn7S-fMOCdrIipNhnnLBglTCHMJyFwLmdOZWdxj3RRmAXGQP6SP_5QCUiRwlnU0V9r35BWiyU95-5E-VVi5vP_5dLXuw==,YES,2,$21400,11/2008,2011,No
5147,1664,Mastercard,Debit,gAAAAABn7S-frZbSMO5GYONwW0_v0WqjwvSh5BAgJGDjOGQxBa7WG9JdkkB8jsEPWsD1E1KqYgPWl7xELy2Gri3rzqBW5SHFN8bYzgLOer7q1eVKX60Dzt8=,02/2024,gAAAAABn7S-fm3pvAZfgslhAfKL3wbrbzSrm72NYk8MWFrgPSDXAqNHFP_fDGVPZvvD5Ol3IFdlAMECSDAce1PGoW7iI6Fe3mA==,NO,2,$34572,10/2009,2015,No
1498,1273,Mastercard,Credit,gAAAAABn7S-fBdlJLLezL7fs5qJkuUg8DvcN4iXepXNsfzk9XZYo0O9jyzDXeZ5QHSlP4c5GcaTNF70lAQW38BrZtW-jjkwur5LxKJTnf7ushNp_fG7bVZU=,08/2020,gAAAAABn7S-fknkqOqMEmJifvFdA0sUQ70BxJ2xQyG9K0LpnzcInUeWTWxYG1fZh_uBBFetkIXp6dM7guqMgv1ZRJS0czTHMZQ==,YES,2,$11700,02/2020,2020,No
154,1009,Mastercard,Credit,gAAAAABn7S-fqDStlEi-AJoYffQKDc_k_ONQKGs72vtEzghaIi3ibs1XnUaEGI1zm4GddhMsknEnRxuscex9URwOSxoryI5S8s0PePsThhqpZuN39UgJXI0=,02/2020,gAAAAABn7S-foO3Aehlm4PfeDDEcxZpLfc7rBFWX0BWNnJ-rJl3jqQG_byI3WuAYE7_kfChRZh-Tx3A_EU8k1tbLzDTjBpvkyw==,YES,1,$8500,01/2008,2009,No
4709,1009,Mastercard,Debit,gAAAAABn7S-f8AnGTjy7k6_l2IMfXrbPifVZZqwAM4AIXc4l9jiw5wUhQklaXHekAHes71pouCxuVG7Rkr6SK890cmJUQSa_uWoyrk-d25sMeD1wpz4Oijg=,08/2021,gAAAAABn7S-fEpgcII3mKZtMaP9uqNrODINCCOvIscohZ3wz-wp6doaIN7bQllcjgORA_2wQdpRkqv9oiPTynLcO7wkdTnXKIA==,YES,2,$19928,09/2009,2011,No
5601,1009,Mastercard,Debit,gAAAAABn7S-fvQoC7fBBwWVQonr-Svs4YqUhD4D7g8Xst_IS2vVgXkzUq-7Zy1YYBpcwFEfER-qPS0CuOJGRwP0QGdpTyBRD6InyTlIrQAuvHh1V56iyTKM=,01/2023,gAAAAABn7S-fLg1sUc7qCXMpyBilPTQ7mvpJiuMVYM5Zk0Qd0P2WDbgWT0_jAD8wAzGzi-gsf3_1My6MwZqX2xcDrcvb2RyDqw==,YES,1,$9902,11/2010,2012,No
1008,1341,Visa,Credit,gAAAAABn7S-fZkzUj1xsqBDcIPkK6O0-vTf7G13MYeaMsjStpInt1_hi6NbIBXCdY0cFkhsT2lAr5zzRFi6AKWgaOrd7k157f8DxXqrZzEGRxC3YpW8kN3o=,04/2021,gAAAAABn7S-fEH2dRBEhKtuq3qypIOabQ6M12cGwuutS1HymQEZq13CwKrOQp_hn2h62pHbxra4q54lmxZyENII4aq-7ZTh1JA==,YES,1,$11000,02/2002,2015,No
4766,1341,Mastercard,Credit,gAAAAABn7S-fNBdhzWV0oAyPI2XCYTjh_mcWr6uiQEI-7rPc0JaZalcNfJNHuQgdzFobTiXXZ4zlK08bu28BOwhvC7AqwZSh-aZM9T-4zfj_Ye7uv0uLuo4=,08/2023,gAAAAABn7S-fed8s-b3fihkn1dTY_r0XMNHOpnvLqEdw3T6IdDsX1Bq95hOOlJl3HD8MQAuPx0wbIqlDbmDcAV0iAZbxVAPfVw==,YES,1,$6300,09/2010,2010,No
4394,1341,Visa,Debit,gAAAAABn7S-fKJwgr37ex2RvFnteUpyPi9SIXUu0Huf8o71uBeyGyD_RMx8L-v0VJ8vfb3ZVurcRYbH1MAq0t8u1-b93Xv-_7Si344jWdiZPAWD5RMbHr-8=,12/2022,gAAAAABn7S-fPgdDto_lDNvOmzvOlOQBjn9mplg_ZX_UrEgktCjw_HmBHxM8WM_HolEvCeUcrV9lIQsn8J4L5MRBZkLXe-HKkQ==,YES,1,$22474,08/2012,2012,No
4098,1341,Mastercard,Debit,gAAAAABn7S-fsR6xea_xD3eshL6WQ55XVnUYqFIYMe9XgRuKqfjtX5azSJ9vutgVdJ9cP1ipo2pVqZ4vZZdP30cwozdodWrM_5jtPNtlUSS3LvO5oTcTsak=,08/2024,gAAAAABn7S-fC21D-1Hwzy5qia66Q-YjZhCd8DGENwJhMuHiCq03hzWPCydpPzoloOCQKaMcX8H-YW-xfwgv8e2xcPayY9P_4w==,YES,1,$24926,08/2001,2011,No
1499,925,Mastercard,Debit (Prepaid),gAAAAABn7S-fLX-OvpkByffL4byMBnTFiDlAFCK1usLx3Ft8l98Gq0zqsJFaFlF3X5WKW_w7BprlXv_C7f4-cv8GkrNUWweqiEzCsdAF2ETjej9bdwhh-Cw=,02/2020,gAAAAABn7S-fkrY8_Rg694n94wk9tfXlKdf8RFN2l13s5CNtrn5CNx-zyyFomk7WxCtESj2OeLJ4WQ_7fetOETaj_WOrJfgTBw==,YES,2,$77,02/2020,2020,No
768,824,Visa,Credit,gAAAAABn7S-fqBrm3yNfQHyYniYm8GPYl15wrea1pWtLs3DOc3zNSsO5XtlkKv8LZqMeLo7HaFYjVKMyn_TN69JnGA6nqsYNiH6r8rM_A37RpaL6gcsVMCk=,02/2020,gAAAAABn7S-fbo4KgIKcFCvVSPs8u2mc7br16QaokEhlN-rXSoX_AZKsaYuzjkNRv24JsrUJ2WDltpKxII7ZsSnIS6_Kwyf8HA==,YES,1,$9100,01/2020,2020,No
5958,824,Mastercard,Debit,gAAAAABn7S-fQxExOs3OGNubPkN25LdgtefUs3QExSet8GRKoY4G29yVmKVbzmwX0umaDqZZabxy8IGjLMRYk80JQBcGLEFIcpPcvqgEGCRdb49adGY9lVk=,07/2018,gAAAAABn7S-frmA4MrcuWu-sFTijUowAD-XyYfeaIaY1iBkey6ybaqJwSRZIXrYNPGWP1V2wgct5dZaOP3lB8mIqNZPNikyddQ==,YES,1,$10838,12/2009,2010,No
473,824,Mastercard,Debit,gAAAAABn7S-fwnIkJfDu2V7RTNf6hfyRXHBuWoA9el_KSFY-6tMGPYHSGOWulQV2D11EpYPxMRSy6rS5q0QQmV9xB52OLxht3lN8X9_2FTAepLAuja1QIjk=,07/2020,gAAAAABn7S-fou6G37xcozfl6nQrQAloRGdpF_jRfqKpqKw_jNxUJOY4iquGwAkrQb5SpQpqw3CCHLQTi2RoLtTWL23tyl3juA==,YES,1,$1940,01/2020,2020,No
3838,824,Mastercard,Debit,gAAAAABn7S-fUP6ykTxVR4v_qAv9GhBcDrLjAJ1GUXhobfkjN03MWzhAGdiyPFzEbBDwsdPsPJRF4mTeOGEs7Xhy85AcllKc-BldvWgQoVLmYFv7JfZQAZ4=,06/2016,gAAAAABn7S-fx283cDC7XsLQ7HhOmilHbLfx0W_CeGzYPUuzlRm3W0mYtE4MAAwsDSNwFKdAXuV5h9LQrDYkQN9wxp-EXqbSsw==,YES,2,$100,07/2008,2008,No
5074,563,Mastercard,Debit,gAAAAABn7S-fH6DBfUgsy0BKit2oNPtFvHekIBCDOlBHyxDTQU3T24bfcTpI5bumeBcZOflRmoS5IIZXFSFV8eqaVqbqWZhXl7cJsWEbLCbkCAxhflWqSno=,01/2021,gAAAAABn7S-fd6nY5aj95A2z9I3X5HK6deSoZymj4juYeKYXtc9h3y5V_zyxcTp3BZByyQOR_dVCkFNw0up0DfCA7PTqBNr-Sg==,YES,1,$23231,10/2007,2011,No
2097,563,Visa,Debit,gAAAAABn7S-fPmnubXxjdeS8Nv15aR6hDwuAM0V5Dbu-GDuEvtRpVkqGN5-ig7-Aele-YBnlc6hYgx8lthD1W4awsC59sp5h21t-gU1gyx8EKY3KqYdJz7o=,03/2009,gAAAAABn7S-fKO08WfxZTr5qfn_XuEHxAgYjFHIhqPaoxdwTQqYQDZtGYoSZ0YG-DdCle8jTVp40mp-KflkmlMiCBoZKqioUNA==,YES,2,$17323,03/2005,2011,No
1060,563,Visa,Credit,gAAAAABn7S-fWfmb07eeltKR0-VCxu4tH3AHYI00XyD8Yzo2nolX2UWSy_W35pC7nJwXogjT7cNxQw09wuaGYc8oC8z5C5PuAdC_4ubI4HYGjPk4BlQMk-8=,07/2021,gAAAAABn7S-fxE6kFKE_EJMOz48FN6gZ-B6Wc0hfwR4SFIBsf4FBgkVc1F9N5F2atPWTgDApDbH46MascRWJ1W3nF8_ESsFrVA==,YES,2,$11800,02/2005,2018,No
4054,563,Mastercard,Credit,gAAAAABn7S-fVaui5NJ1SERHjJTkL0FB-zJY_SOe8l3U6SnRmRWbRK4YHPHTRHykmZg95CMeNAOQv65Hff2tnmdVVpuNotk1n1-8JmMfmYA5YMXoknSXruo=,06/2022,gAAAAABn7S-fAXgEfwGiTp0SO7mhjThVlsXOS172ipMR8zp8l-9AzSBa7GziguzhvWXw8Z6whHNT6hckqLikQeQkP5cXqZ_4PQ==,YES,2,$6100,07/2017,2017,No
2760,563,Mastercard,Debit,gAAAAABn7S-fND1TH3joVSj3IoJL3Zg2Vl6VW3-Mt9yEZWVbq6wxfvoBRHZIaOoo8euUv4WJre_59zSYCT-VHZwp2-dyOajjtuzGfsN5oB449z9Y3lBUjo4=,06/2022,gAAAAABn7S-fa0dklT1WNXHRerHk9ysCuJ0DBB4ml_fT_QjF2E9lnO7EQ_W9A4qU8dBjJNg0hHOvwpT-hF4GAZ9tSuw-W14jtQ==,YES,1,$18241,04/2016,2016,No
2864,563,Visa,Debit (Prepaid),gAAAAABn7S-f89Aow7XsF_L4nSg8y_8aOIrj2G1-AKjgUkBYwGsexkm5p9Q-Ko79N40gcJ0k7FbEco10E70hmMoLWnaR47-wvEu3Xe_OVbrG_pF-X2aNw5c=,11/2007,gAAAAABn7S-fmvpJbQg05jieL9BKLetE-cSxcyagTdAcinygggfytOwg2yWhgxTVev_GpbKjN8GGQEN_uh-8GfRfxhRSKgqPng==,NO,2,$100,05/2004,2010,No
5485,1612,Mastercard,Credit,gAAAAABn7S-fcp26wqPMhkqk6L2g4hTr6Ox4opyOeqA3T4WzuAORK3FFaMGWkmQKfCx98udD7svtiFUru9J47QF7q7DHFd1lVddXJ7i6oS5ZScUSPOLXs8A=,12/2007,gAAAAABn7S-f4QkvdPnvrL0MRR42HMfy0ITWgkgE5yFsMeGLZS3ILlZ67PnZl-ZSJJI7qxtIJC121US-GFuXo2_q3C9nMcGE-A==,YES,2,$12700,11/2007,2010,No
2581,1700,Visa,Credit,gAAAAABn7S-fY7ACWs6dScbUdeTfZg6sUGMWIVi9eO7iBakmKjIVj7V_sA_MOF7Jvcnk2uA5LrcoDcB91S4aO70vEVjdi_WOIVfzZvIWPy_xgsUJpptXo28=,03/2022,gAAAAABn7S-fjpqwwxnzV7yl-BefnAvbvT3ump7pSbiVe3a_UlIlB4NoNq3CTglV-0tCxrGKwA1hvzIO3dRfNWnpZtaashxRlg==,YES,3,$4600,04/2008,2010,No
474,963,Mastercard,Debit,gAAAAABn7S-f65mEFrB9GLBwSJWYVRp8d889lpr6YbpiHOiR-gRhFCso3l1jiOgMxMhKdRQJPZfYh-WjfxntG-wBaJpRa-lJ9JX8qNFgC7AvLsrG3Ue-0yo=,05/2023,gAAAAABn7S-fBPKY8xNnm-kzoERIu5MQMP-Ocjnbt8l5asUqHbtsbFnzQw7y1oJG9WtYlo8ZsaF1Xk15uuer4NWJOn-a2GLc9w==,YES,1,$21106,01/2020,2020,No
